,id_left,text_left,id_right,text_right,label
1351,Q189,what does arraignment mean,D189-3,"Pleas of "" nolo contendere "" (no contest) and the "" Alford plea "" are allowed in some circumstances.",0.0
1352,Q189,what does arraignment mean,D189-4,"In England, Wales, Northern Ireland and Australia, arraignment is the first of eleven stages in a criminal trial, and involves the clerk of the court reading out the indictment .",0.0
1353,Q189,what does arraignment mean,D189-5,The defendant is asked whether he or she pleads guilty or not guilty to each charge.,0.0
1354,Q189,what does arraignment mean,D189-6,"In federal courts of the United States, arraignment takes place in two stages.",0.0
1355,Q189,what does arraignment mean,D189-7,"The first is called the initial arraignment and must take place within 48 hours of an individual's arrest, 72 hours if the individual was arrested on the weekend and not able to go before a judge until Monday.",0.0
1356,Q189,what does arraignment mean,D189-8,During this arraignment the defendant is informed of the pending legal charges and is informed of his or her right to retain counsel.,0.0
1357,Q189,what does arraignment mean,D189-9,"The presiding judge also decides at what amount, if any, to set bail .",0.0
1358,Q189,what does arraignment mean,D189-10,"During the second arraignment, a post-indictment arraignment or PIA, the defendant is allowed to enter a plea.",0.0
1359,Q190,what did chaucer do,D190-0,"Geoffrey Chaucer (; c. 1343 – 25 October 1400), known as the Father of English literature , is widely considered the greatest English poet of the Middle Ages and was the first poet to have been buried in Poet's Corner of Westminster Abbey .",0.0
1360,Q190,what did chaucer do,D190-1,"While he achieved fame during his lifetime as an author, philosopher, alchemist and astronomer , composing a scientific treatise on the astrolabe for his ten year-old son Lewis, Chaucer also maintained an active career in the civil service as a bureaucrat, courtier and diplomat.",1.0
1361,Q190,what did chaucer do,D190-2,"Among his many works, which include The Book of the Duchess , the House of Fame , the Legend of Good Women and Troilus and Criseyde , he is best known today for The Canterbury Tales .",0.0
1362,Q190,what did chaucer do,D190-3,"Chaucer is a crucial figure in developing the legitimacy of the vernacular , Middle English , at a time when the dominant literary languages in England were French and Latin.",1.0
1363,Q192,how much chicago snow did we get in 1979,D192-0,"The Chicago Blizzard of 1979 was a major blizzard that affected northern Illinois and northwest Indiana , U.S. on January 13 – January 14, 1979.",0.0
1364,Q192,how much chicago snow did we get in 1979,D192-1,"of snow fell on January 13 alone, setting a new record for snow in one calendar day.",0.0
1365,Q192,how much chicago snow did we get in 1979,D192-2,"By the end of January 14, of snow had fallen.",0.0
1366,Q192,how much chicago snow did we get in 1979,D192-3,The cold weather and snowfall throughout the rest of January and February resulted in frozen tracks throughout the Chicago 'L' system.,0.0
1367,Q192,how much chicago snow did we get in 1979,D192-4,"Commuters crowded onto CTA buses, quickly overwhelming capacity, resulting in usual bus commutes of 30-45 minutes taking up to several hours.",0.0
1368,Q192,how much chicago snow did we get in 1979,D192-5,"To avoid huge snowdrifts in the streets, the overcrowded buses were obliged to take numerous detours, adding additional time to the commute.",0.0
1369,Q192,how much chicago snow did we get in 1979,D192-6,Deployment of plows was significantly delayed and when they finally appeared they struggled to keep up with the snowfall.,0.0
1370,Q192,how much chicago snow did we get in 1979,D192-7,"Much of the snow remained unremoved throughout the next 2 months, causing ongoing public transit delays and significant problems with trash collection.",0.0
1371,Q192,how much chicago snow did we get in 1979,D192-8,"The city's inadequate response to the blizzard was blamed primarily on mayor Michael Bilandic , who had assumed the post after the 1976 death of Richard J. Daley .",0.0
1372,Q192,how much chicago snow did we get in 1979,D192-9,"Newspaper articles at the time blasted Bilandic; Jane Byrne , Bilandic's main political rival in the Democratic primary (who had previously worked with Bilandic in the Daley administration and been fired by Bilandic when the two could not get along), capitalized on this and went on to defeat Bilandic in the February 27 primary.",0.0
1373,Q193,what does am and pm stand for,D193-0,"The 12-hour clock is a time convention in which the 24 hours of the day are divided into two periods: a.m. (from the Latin ante meridiem, meaning ""before midday"") and p.m. (post meridiem, ""after midday"").",1.0
1374,Q193,what does am and pm stand for,D193-1,"Each period consists of 12 hours numbered: 12 (acting as zero), 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, and 11.",0.0
1375,Q193,what does am and pm stand for,D193-2,The 12-hour clock was developed over time from the mid-second millennium BC to the 16th century AD .,0.0
1376,Q195,how is canada's health care,D195-0,"Health spending per capita, in $US PPP-adjusted , with the US and Canada compared amongst other first world nations.",0.0
1377,Q195,how is canada's health care,D195-1,"Comparison of the health care systems in Canada and the United States are often made by government, public health and public policy analysts .",0.0
1378,Q195,how is canada's health care,D195-2,The two countries had similar health care systems before Canada reformed its system in the 1960s and 1970s.,0.0
1379,Q195,how is canada's health care,D195-3,"The United States spends much more money on health care than Canada, on both a per-capita basis and as a percentage of GDP.",0.0
1380,Q195,how is canada's health care,D195-4,"In 2006, per-capita spending for health care in Canada was US$3,678; in the U.S., US$6,714.",0.0
1381,Q195,how is canada's health care,D195-5,The U.S. spent 15.3% of GDP on health care in that year; Canada spent 10.0%.,0.0
1382,Q195,how is canada's health care,D195-6,"In 2006, 70% of health care spending in Canada was financed by government, versus 46% in the United States.",0.0
1383,Q195,how is canada's health care,D195-7,"Total government spending per capita in the U.S. on health care was 23% higher than Canadian government spending, and U.S. government expenditure on health care was just under 83% of total Canadian spending (public and private) though these statistics don't take into account population differences.",0.0
1384,Q195,how is canada's health care,D195-8,Studies have come to different conclusions about the result of this disparity in spending.,0.0
1385,Q195,how is canada's health care,D195-9,"A 2007 review of all studies comparing health outcomes in Canada and the US in a Canadian peer-reviewed medical journal found that ""health outcomes may be superior in patients cared for in Canada versus the United States, but differences are not consistent.""",1.0
1386,Q195,how is canada's health care,D195-10,"Life expectancy is longer in Canada, and its infant mortality rate is lower than that of the U.S., but there is debate about the underlying causes of these differences.",0.0
1387,Q195,how is canada's health care,D195-11,"One commonly cited comparison, the 2000 World Health Organization's ratings of ""overall health service performance"", which used a ""composite measure of achievement in the level of health, the distribution of health, the level of responsiveness and fairness of financial contribution"", ranked Canada 30th and the US 37th among 191 member nations.",0.0
1388,Q195,how is canada's health care,D195-12,"This study rated the US ""responsiveness"", or quality of service for individuals receiving treatment, as 1st, compared with 7th for Canada.",0.0
1389,Q195,how is canada's health care,D195-13,"While the average life expectancy for Canadians was 80.34 years compared with 78.6 years for residents of the US, simply comparing the life expectancy of two groups with different racial makeup and different obesity rates is likely not an effective way of determining which healthcare system is superior.",0.0
1390,Q195,how is canada's health care,D195-14,The WHO's study methods were criticized by some analyses.,0.0
1391,Q195,how is canada's health care,D195-15,"Although there is a measure of consensus that life-expectancy and infant mortality mark the most reliable ways to compare nation-wide health care, assuming the population makeup is similar, a recent report by the Congressional Research Service carefully summarizes some recent data and notes the ""difficult research issues"" facing international comparisons.",0.0
1392,Q199,how did the tarantula get its name?,D199-0,"Tarantulas comprise a group of often hairy and very large arachnids belonging to the Theraphosidae family of spiders , of which approximately 900 species have been identified.",0.0
1393,Q199,how did the tarantula get its name?,D199-1,"This article only describes members of Theraphosidae, although some other members of the same suborder are commonly referred to as ""tarantulas"".",0.0
1394,Q199,how did the tarantula get its name?,D199-2,"Most species of tarantulas are not dangerous to humans, and some species have become popular in the exotic pet trade.",0.0
1395,Q200,how many pounds is a ton?,D200-0,The ton is a unit of measure .,0.0
1396,Q200,how many pounds is a ton?,D200-1,It has a long history and has acquired a number of meanings and uses over the years.,0.0
1397,Q200,how many pounds is a ton?,D200-2,"It is used principally as a unit of weight, and as a unit of volume.",0.0
1398,Q200,how many pounds is a ton?,D200-3,"It can also be used as a measure of energy, for truck classification, or as a colloquial term.",0.0
1399,Q200,how many pounds is a ton?,D200-4,"It is derived from the tun , the term applied to a barrel of the largest size.",0.0
1400,Q200,how many pounds is a ton?,D200-5,"This could contain a volume between 210 and 256 gallons (800 to 1000 L), which could weigh around 2,000 pounds (900 kg) and occupy some of space.",0.0
1401,Q200,how many pounds is a ton?,D200-6,In the United Kingdom the ton is defined as ( avoirdupois pounds ).,0.0
1402,Q200,how many pounds is a ton?,D200-7,"From 1965 the UK embarked upon a programme of metrication and gradually introduced metric units, including the tonne (metric ton), a non-SI metric unit defined as 1000 kg.",0.0
1403,Q200,how many pounds is a ton?,D200-8,"The UK Weights and Measures Act 1985 explicitly excluded from use for trade many units and terms, including the ton and the term ""metric ton"" for ""tonne""",0.0
1404,Q200,how many pounds is a ton?,D200-9,In the United States and formerly Canada a ton is defined to be .,0.0
1405,Q200,how many pounds is a ton?,D200-10,"Where confusion is possible, the 2240 lb ton is called "" long ton "" and the 2000 lb ton "" short ton ""; the tonne is distinguished by its spelling, but usually pronounced the same as ton, hence the US term ""metric ton"".",0.0
1406,Q200,how many pounds is a ton?,D200-11,"In the UK the final ""e"" of ""tonne"" can also be pronounced (/ˈtʌnɪ/), or ""metric ton"" when it is necessary to make the distinction.",0.0
1407,Q200,how many pounds is a ton?,D200-12,"Where accuracy is required the correct term must be used, but for many purposes this is not necessary: the metric and long tons differ by only 1.6%, and the short ton is within 11% of both.",0.0
1408,Q200,how many pounds is a ton?,D200-13,The ton is the heaviest unit of weight referred to in colloquial speech.,0.0
1409,Q200,how many pounds is a ton?,D200-14,"The term ""ton"" is also used to refer to a number of units of volume , ranging from in capacity.",0.0
1410,Q200,how many pounds is a ton?,D200-15,"It can also be used as a unit of energy , expressed as an equivalent of coal burnt, TNT detonated, or in refrigeration, ice melted.",0.0
1411,Q200,how many pounds is a ton?,D200-16,"In Britain, ton is used in slang in several contexts to mean ""100"".",0.0
1412,Q200,how many pounds is a ton?,D200-17,"As a cost or a speed, a ton is widely understood to be £100 or 100 mph.",0.0
1413,Q201,how many series in hockey before the stanley cup,D201-0,The Stanley Cup () is the championship trophy awarded annually to the National Hockey League (NHL) playoff winner after the conclusion of the Stanley Cup Finals .,0.0
1414,Q201,how many series in hockey before the stanley cup,D201-1,"Originally commissioned in 1892 as the Dominion Hockey Challenge Cup, the trophy is named for Lord Stanley of Preston , then- Governor General of Canada , who awarded it to Canada's top-ranking amateur ice hockey club, which the entire Stanley family supported, with the sons and daughters playing and promoting the game.",0.0
1415,Q201,how many series in hockey before the stanley cup,D201-2,The first Cup was awarded in 1893 to Montreal HC .,0.0
1416,Q201,how many series in hockey before the stanley cup,D201-3,"In 1915, the two professional ice hockey organizations, the National Hockey Association (NHA) and the Pacific Coast Hockey Association (PCHA), reached a gentlemen's agreement in which their respective champions would face each other for the Stanley Cup.",0.0
1417,Q201,how many series in hockey before the stanley cup,D201-4,"After a series of league mergers and folds, the Stanley ""Presentation Cup"" was established as the de facto championship trophy of the NHL in 1926 and then the de jure NHL championship prize in 1947.",0.0
1418,Q201,how many series in hockey before the stanley cup,D201-5,"There are actually three Stanley Cups : the original bowl of the ""Dominion Hockey Challenge Cup"", the authenticated ""Presentation Cup"", and the ""Replica Cup"" at the Hall of Fame.",0.0
1419,Q201,how many series in hockey before the stanley cup,D201-6,The NHL has maintained effective control over both the trophy itself and its associated trademarks.,0.0
1420,Q201,how many series in hockey before the stanley cup,D201-7,"Nevertheless, the NHL does not actually own the trophy, but instead uses it by agreement with the two Trustees of the Cup.",0.0
1421,Q201,how many series in hockey before the stanley cup,D201-8,"The NHL has registered trademarks associated with the name and likeness of the Stanley Cup, although the league's right to outright own trademarks associated with a trophy it does not own has been disputed by some legal experts.",0.0
1422,Q201,how many series in hockey before the stanley cup,D201-9,"Unlike the trophies awarded by the other three major professional sports leagues of North America, a new Stanley Cup is not made each year; winners keep it until a new champion is crowned.",0.0
1423,Q201,how many series in hockey before the stanley cup,D201-10,"It is unusual among trophies, in that it has the names of all of the winning players, coaches, management, and club staff engraved on its chalice .",0.0
1424,Q201,how many series in hockey before the stanley cup,D201-11,"Initially, a new band added each year caused the trophy to grow in size, earning the nickname ""Stovepipe Cup"".",0.0
1425,Q201,how many series in hockey before the stanley cup,D201-12,In 1958 the modern one-piece Cup was designed with a five-band barrel which could contain 13 winning teams per band.,0.0
1426,Q201,how many series in hockey before the stanley cup,D201-13,"To avoid the Stanley Cup from growing, when the bottom band is full, the oldest band is removed and preserved in the Hockey Hall of Fame, and a new blank band added to the bottom.",0.0
1427,Q201,how many series in hockey before the stanley cup,D201-14,"It has been referred to as The Cup, Lord Stanley's Cup, The Holy Grail, or facetiously (chiefly by sportswriters) as Lord Stanley's Mug.",0.0
1428,Q201,how many series in hockey before the stanley cup,D201-15,"The Stanley Cup is surrounded by numerous legends and traditions , the oldest of which is the celebratory drinking of champagne out of the cup by the winning team.",0.0
1429,Q201,how many series in hockey before the stanley cup,D201-16,The original bowl was made of silver and is 18.5 centimetres (7.28 inches) in height and 29 centimetres (11.42 inches) in diameter.,0.0
1430,Q201,how many series in hockey before the stanley cup,D201-17,"The current Stanley Cup, topped with a copy of the original bowl, is made of a silver and nickel alloy ; it has a height of 89.54 centimetres (35.25 inches) and weighs 15.5 kilograms (34.5 lb / 2 st 61⁄2 lb).",0.0
1431,Q201,how many series in hockey before the stanley cup,D201-18,"Since the 1914–15 season, the Cup has been won a combined 94 times by 18 active NHL teams and five defunct teams.",0.0
1432,Q201,how many series in hockey before the stanley cup,D201-19,"Prior to that, the challenge cup was held by nine different teams.",0.0
1433,Q201,how many series in hockey before the stanley cup,D201-20,The Montreal Canadiens have won the Cup a record 24 times and are currently the last Canadian-based team in the NHL to win the cup after winning it in 1993 .,0.0
1434,Q201,how many series in hockey before the stanley cup,D201-21,"The Stanley Cup was not awarded in 1919 because of a Spanish flu epidemic , and in 2005 , as a consequence of the NHL lockout .",0.0
1435,Q203,how do pineapples grow,D203-0,"The Pineapple (Ananas comosus) is a tropical plant with edible multiple fruit consisting of coalesced berries, and the most economically significant plant in the Bromeliaceae family.",0.0
1436,Q203,how do pineapples grow,D203-1,"Pineapples may be cultivated from a crown cutting of the fruit, possibly flowering in 20–24 months and fruiting in the following six months.",1.0
1437,Q203,how do pineapples grow,D203-2,Pineapple does not ripen significantly post-harvest.,0.0
1438,Q203,how do pineapples grow,D203-3,"Pineapples are consumed fresh, cooked, juiced, and preserved, and are found in a wide array of cuisines .",0.0
1439,Q203,how do pineapples grow,D203-4,"In addition to consumption, in the Philippines the pineapple's leaves are used to produce the textile fiber piña - employed as a component of wall paper and furnishings, amongst other uses.",0.0
1440,Q204,how many bytes in an unsigned int c++,D204-0,"In computer science, an integer is a datum of integral data type, a data type which represents some finite subset of the mathematical integers .",0.0
1441,Q204,how many bytes in an unsigned int c++,D204-1,Integral data types may be of different sizes and may or may not be allowed to contain negative values.,0.0
1442,Q204,how many bytes in an unsigned int c++,D204-2,Integers are commonly represented in a computer as a group of binary digits.,0.0
1443,Q204,how many bytes in an unsigned int c++,D204-3,The size of the grouping varies so the set of integer sizes available varies between different types of computers.,0.0
1444,Q204,how many bytes in an unsigned int c++,D204-4,Computer hardware nearly always provides a way to represent a processor register or memory address as an integer.,0.0
1445,Q206,how much does it cost to set up hydroelectric,D206-0,"The Gordon Dam in Tasmania is a large hydro facility, with an installed capacity of .",0.0
1446,Q206,how much does it cost to set up hydroelectric,D206-1,Hydroelectricity is the term referring to electricity generated by hydropower ; the production of electrical power through the use of the gravitational force of falling or flowing water.,0.0
1447,Q206,how much does it cost to set up hydroelectric,D206-2,"It is the most widely used form of renewable energy , accounting for 16 percent of global electricity generation – 3,427 terawatt-hours of electricity production in 2010, and is expected to increase about 3.1% each year for the next 25 years.",0.0
1448,Q206,how much does it cost to set up hydroelectric,D206-3,"Hydropower is produced in 150 countries, with the Asia-Pacific region generating 32 percent of global hydropower in 2010.",0.0
1449,Q206,how much does it cost to set up hydroelectric,D206-4,"China is the largest hydroelectricity producer, with 721 terawatt-hours of production in 2010, representing around 17 percent of domestic electricity use.",0.0
1450,Q206,how much does it cost to set up hydroelectric,D206-5,"There are now three hydroelectricity plants larger than 10 GW: the Three Gorges Dam in China, Itaipu Dam across the Brazil/Paraguay border, and Guri Dam in Venezuela.",0.0
1451,Q206,how much does it cost to set up hydroelectric,D206-6,"The cost of hydroelectricity is relatively low, making it a competitive source of renewable electricity.",0.0
1452,Q206,how much does it cost to set up hydroelectric,D206-7,The average cost of electricity from a hydro plant larger than 10 megawatts is 3 to 5 U.S. cents per kilowatt-hour.,0.0
1453,Q206,how much does it cost to set up hydroelectric,D206-8,Hydro is also a flexible source of electricity since plants can be ramped up and down very quickly to adapt to changing energy demands.,0.0
1454,Q206,how much does it cost to set up hydroelectric,D206-9,"However, damming interrupts the flow of rivers and can harm local ecosystems, and building large dams and reservoirs often involves displacing people and wildlife.",0.0
1455,Q206,how much does it cost to set up hydroelectric,D206-10,"Once a hydroelectric complex is constructed, the project produces no direct waste, and has a considerably lower output level of the greenhouse gas carbon dioxide () than fossil fuel powered energy plants.",0.0
1456,Q207,what country did wine originate in,D207-0,Wine boy at a Greek symposium,0.0
1457,Q207,what country did wine originate in,D207-1,"The history of wine spans thousands of years and is closely intertwined with the history of agriculture , cuisine , civilization and humanity itself.",0.0
1458,Q207,what country did wine originate in,D207-2,"Archaeological evidence suggests that the earliest known wine production occurred in what is now the country of Georgia around 7000 BCE, with other notable sites in Greater Iran dated 4500 BCE and Armenia 4100 BCE, respectively.",1.0
1459,Q207,what country did wine originate in,D207-3,The world's oldest known winery (dated to 3000 BCE) was discovered in Areni-1 cave in a mountainous area of Armenia .,0.0
1460,Q207,what country did wine originate in,D207-4,URL_http .,0.0
1461,Q207,what country did wine originate in,D207-5,"Increasingly clear archaeological evidence indicates that domestication of the grapevine took place during the Early Bronze Age in the Near East , Sumer and Egypt from around the third millennium BCE.",0.0
1462,Q207,what country did wine originate in,D207-6,"Evidence of the earliest wine production in Balkans has been uncovered at archaeological sites in northern Greece ( Macedonia ), dated to 4500 BC.",0.0
1463,Q207,what country did wine originate in,D207-7,These same sites also contain remnants of the world's earliest evidence of crushed grapes.,0.0
1464,Q207,what country did wine originate in,D207-8,"In Egypt , wine became a part of recorded history, playing an important role in ancient ceremonial life .",0.0
1465,Q207,what country did wine originate in,D207-9,Traces of wild wine dating from the second and first millennia BCE have also been found in China.,0.0
1466,Q207,what country did wine originate in,D207-10,Moroccan wine Kasher label 1930,0.0
1467,Q207,what country did wine originate in,D207-11,The Jewish tradition and use of kosher wine is dating back to biblical times .,0.0
1468,Q207,what country did wine originate in,D207-12,The long history of the use and production of wine throughout ancient Israel is backed up by archeological evidence.,0.0
1469,Q207,what country did wine originate in,D207-13,"Within the Jewish diaspora communities all around the globe, the traditional and religious use of kosher wine continued to this day.",0.0
1470,Q207,what country did wine originate in,D207-14,"Wine, linked in myth to Dionysus / Bacchus , was common in ancient Greece and Rome , and many of today's major wine-producing regions of Western Europe were established with Phoenician and, later, Roman plantations.",0.0
1471,Q207,what country did wine originate in,D207-15,Winemaking technology improved considerably during the time of the Roman Empire : many grape varieties and cultivation techniques were known; the design of the wine press advanced; and barrels were developed for storing and shipping wine.,0.0
1472,Q207,what country did wine originate in,D207-16,"Rashi , a medieval French rabbi and called the ""father"" of all commentaries that followed on the Talmud and the Tanakh, earned his living as a vintner .",0.0
1473,Q207,what country did wine originate in,D207-17,"Following the decline of Rome and its industrial-scale wine production for export, the Christian Church in medieval Europe also became a firm supporter of wine, necessary for celebration of the Catholic Mass. Whereas wine was forbidden in medieval Islamic cultures, its use in Christian libation was widely tolerated.",0.0
1474,Q207,what country did wine originate in,D207-18,Geber and other Muslim chemists pioneered the distillation of wine for Islamic medicinal and industrial purposes such as perfume .,0.0
1475,Q207,what country did wine originate in,D207-19,"Wine production gradually increased, with consumption burgeoning from the 15th century onwards.",0.0
1476,Q207,what country did wine originate in,D207-20,Wine production survived the devastating Phylloxera louse of 1887 and eventually spread to numerous regions throughout the world.,0.0
1477,Q208,how many district are in west bengal,D208-0,Districts of West Bengal,0.0
1478,Q208,how many district are in west bengal,D208-1,"The Indian state of West Bengal borders with Nepal, Bhutan, Bangladesh and the Indian states of Bihar , Jharkhand , Odisha , Assam and Sikkim .",0.0
1479,Q208,how many district are in west bengal,D208-2,The Himalayas lies in the north of the state and the Bay of Bengal is at the south.,0.0
1480,Q208,how many district are in west bengal,D208-3,"In between them, the river Ganges flows eastwards and its main distributary , the Hooghly River , flows south to reach the Bay of Bengal.",0.0
1481,Q208,how many district are in west bengal,D208-4,"The Siliguri Corridor , which connects North-East India with rest of the India, lies in the North Bengal region of the state.",0.0
1482,Q208,how many district are in west bengal,D208-5,"Geographically, West Bengal is divided into a variety of regions— Darjeeling Himalayan hill region , Terai and Doors region, North Bengal plains , Rarh region , Western plateau and high lands , coastal plains, Sunderbans and the Ganges Delta .",0.0
1483,Q208,how many district are in west bengal,D208-6,"In 1947, when India gained independence, the state of West Bengal was formed with 14 districts, as per partition plan of the then Bengal province of British India .",1.0
1484,Q208,how many district are in west bengal,D208-7,"The former princely state Koch Bihar joined as a district in 1950, and the former French enclave Chandannagore joined as part of the Hooghly district in 1954.",0.0
1485,Q208,how many district are in west bengal,D208-8,The States Reorganisation Act of 1956 led to addition of Purulia district to the state and to enlargement of West Dinajpur district.,0.0
1486,Q208,how many district are in west bengal,D208-9,"Later, larger districts such as West Dinajpur, 24 Parganas and Midnapore were bifurcated.",0.0
1487,Q208,how many district are in west bengal,D208-10,West Bengal is now divided into nineteen districts under three divisions.,0.0
1488,Q208,how many district are in west bengal,D208-11,"Districts are administered by District Magistrates, and divisions are administered by Divisional Commissioners.",0.0
1489,Q208,how many district are in west bengal,D208-12,"Kolkata , the capital of the state, constitutes the Kolkata district .",0.0
1490,Q208,how many district are in west bengal,D208-13,"Other districts are further divided into administrative units such as subdivisions and blocks, administered by SDO and BDO, respectively.",0.0
1491,Q208,how many district are in west bengal,D208-14,The Panchayati Raj has a three-tier structure in the state.,0.0
1492,Q208,how many district are in west bengal,D208-15,"The atomic unit is called a Gram Panchayat , which is the Panchayat organization for a collection of villages.",0.0
1493,Q208,how many district are in west bengal,D208-16,"The block-level organizations are called Panchayat Samiti, and the district-level organizations are named Zilla Parishad.",0.0
1494,Q209,what caribbean island is part of France?,D209-0,"The Caribbean ( or ; ; ; or more commonly Antilles) is a region that consists of the Caribbean Sea , its islands (some surrounded by the Caribbean Sea and some bordering both the Caribbean Sea and the North Atlantic Ocean), and the surrounding coasts.",0.0
1495,Q209,what caribbean island is part of France?,D209-1,"The region is southeast of the Gulf of Mexico and the North American mainland, east of Central America , and north of South America .",0.0
1496,Q209,what caribbean island is part of France?,D209-2,"Situated largely on the Caribbean Plate , the region comprises more than 700 islands, islets , reefs , and cays .",0.0
1497,Q209,what caribbean island is part of France?,D209-3,(See the list .),0.0
1498,Q209,what caribbean island is part of France?,D209-4,These islands generally form island arcs that delineate the eastern and northern edges of the Caribbean Sea.,0.0
1499,Q209,what caribbean island is part of France?,D209-5,"The Caribbean islands, consisting of the Greater Antilles on the north and the Lesser Antilles on the south and east (including the Leeward Antilles ), are part of the somewhat larger West Indies grouping, which also includes the Lucayan Archipelago (comprising the Bahamas and Turks and Caicos Islands ) north of the Greater Antilles and Caribbean Sea.",0.0
1500,Q209,what caribbean island is part of France?,D209-6,"In a wider sense, the mainland countries of Belize and Guyana – historically and culturally part of the British West Indies – may be included.",0.0
1501,Q209,what caribbean island is part of France?,D209-7,"Geopolitically, the Caribbean islands are usually regarded as a subregion of North America and are organized into 30 territories including sovereign states , overseas departments , and dependencies .",0.0
1502,Q209,what caribbean island is part of France?,D209-8,"From January 3, 1958, to May 31, 1962, there was a short-lived country called the Federation of the West Indies composed of ten English-speaking Caribbean territories, all of which were then UK dependencies.",0.0
1503,Q209,what caribbean island is part of France?,D209-9,The West Indies cricket team continues to represent many of those nations.,0.0
1504,Q210,how many towns in new hampshire,D210-0,This is a list of the 221 towns and 13 cities in the U.S. state of New Hampshire .,1.0
1505,Q210,how many towns in new hampshire,D210-1,"For each town/city, the table lists the county to which it belongs, its date of incorporation, its population according to the 2010 census, its form of government, and its principal villages.",0.0
1506,Q210,how many towns in new hampshire,D210-2,Cities are indicated in boldface.,0.0
1507,Q210,how many towns in new hampshire,D210-3,Cities and towns are treated identically under state law.,0.0
1508,Q210,how many towns in new hampshire,D210-4,Cities are just towns whose form of government was changed by a special act of the New Hampshire legislature.,0.0
1509,Q210,how many towns in new hampshire,D210-5,"However, towns currently are able to change their form of government by simple voter approval of a new municipal charter, with several of the more populous towns having already done so.",0.0
1510,Q211,how did the african slave trade affect africans in terms of economy,D211-0,The main slave routes in medieval Africa.,0.0
1511,Q211,how did the african slave trade affect africans in terms of economy,D211-1,"This article discusses systems, history, and effects of slavery within Africa.",0.0
1512,Q211,how did the african slave trade affect africans in terms of economy,D211-2,"See Arab slave trade , Atlantic slave trade , Maafa , and Slavery in contemporary Africa for other discussions.",0.0
1513,Q211,how did the african slave trade affect africans in terms of economy,D211-3,"""Slave transport in Africa"".",0.0
1514,Q211,how did the african slave trade affect africans in terms of economy,D211-4,Europeans usually did not enter the interior regions.,0.0
1515,Q211,how did the african slave trade affect africans in terms of economy,D211-5,"Slavery in Africa has existed throughout the continent for many centuries, and continues in the current day .",0.0
1516,Q211,how did the african slave trade affect africans in terms of economy,D211-6,"Systems of servitude and slavery were common in many parts of the continent, as they were in much of the ancient world .",0.0
1517,Q211,how did the african slave trade affect africans in terms of economy,D211-7,"In most African societies where slavery was prevalent, the enslaved people were largely treated as indentured servants and not treated as chattel slaves .",0.0
1518,Q211,how did the african slave trade affect africans in terms of economy,D211-8,"When the Arab slave trade and Atlantic slave trade began, many of the local slave systems changed and began supplying captives for slave markets outside of Africa.",0.0
1519,Q211,how did the african slave trade affect africans in terms of economy,D211-9,Slavery in historical Africa was practiced in many different forms and some of these do not clearly fit the definitions of slavery elsewhere in the world.,0.0
1520,Q211,how did the african slave trade affect africans in terms of economy,D211-10,"Debt slavery , enslavement of war captives, military slavery, and criminal slavery were all practiced in various parts of Africa.",0.0
1521,Q211,how did the african slave trade affect africans in terms of economy,D211-11,"Although there had been some trans-Saharan trade from the interior of Sub-Saharan Africa to other regions, slavery was a small part of the economic life of many societies in Africa until the introduction of transcontinental slave trades (Arab and Atlantic).",0.0
1522,Q211,how did the african slave trade affect africans in terms of economy,D211-12,Slave practices were again transformed with European colonization of Africa and the formal abolition of slavery in the early 1900s.,0.0
1523,Q212,How many consecutive starts did Brett Favre have this season?,D212-0,"Brett Lorenzo Favre (born October 10, 1969) is a former American football quarterback who spent the majority of his career with the Green Bay Packers of the National Football League (NFL).",0.0
1524,Q212,How many consecutive starts did Brett Favre have this season?,D212-1,"He was a 20-year veteran of the NFL, having played quarterback for the Atlanta Falcons ( 1991 ), Green Bay Packers ( 1992 – 2007 ), New York Jets ( 2008 ) and Minnesota Vikings ( 2009 – 2010 ).",0.0
1525,Q212,How many consecutive starts did Brett Favre have this season?,D212-2,"Favre is the only quarterback in NFL history to throw for over 70,000 yards, over 500 touchdowns, over 300 interceptions, over 6,000 completions, and over 10,000 pass attempts.",0.0
1526,Q212,How many consecutive starts did Brett Favre have this season?,D212-3,Favre started at the quarterback position for the University of Southern Mississippi for four years before being selected in the second round of the 1991 NFL Draft by Atlanta (33rd overall).,0.0
1527,Q212,How many consecutive starts did Brett Favre have this season?,D212-4,"He was traded to Green Bay on February 10, 1992, for the 19th pick in the 1992 NFL Draft .",0.0
1528,Q212,How many consecutive starts did Brett Favre have this season?,D212-5,"Favre became the Packers' starting quarterback in the fourth game of the 1992 season , stepping in for injured quarterback Don Majkowski , and started every game through the 2007 season .",0.0
1529,Q212,How many consecutive starts did Brett Favre have this season?,D212-6,"He was traded to the New York Jets and started at quarterback for the 2008 season before signing with the Vikings on August 18, 2009 as their starting quarterback.",0.0
1530,Q212,How many consecutive starts did Brett Favre have this season?,D212-7,He made an NFL record 297 consecutive starts (321 including playoffs).,0.0
1531,Q212,How many consecutive starts did Brett Favre have this season?,D212-8,He is the only player to win the AP Most Valuable Player three consecutive times (1995–97).,0.0
